"DESCRIPTION","name"
"미국의 증권중앙예탁기관. 1960년대 말부터 미국증권시장의 거래규모가 급격히 증대되어 거래이후 처리절차(post-trade processing)의 미비로 인한 서류 사무위기 상황(paper crisis)이 도래하자 청산 및 결제를 위한 전국적 시스템의 구축 필요성이 제기되었다. 이에 뉴욕증권거래소의 청산회사인 Stocking Clearing Corp.의 대체결제부문인 Central Certificate Service를 주식회사로 설립한 후 1973년 5월에 DTC로 확대 개편하였다. 미국에는 DTC 외에도 Midwest Securities Trust Company, Philadelphia Depository Trust Company 등의 중앙예탁기관과 함께 연방준비은행(Fed)과 Participant Trust Compnay(PTC)의 경우처럼 재무성증권과 모기지담보부증권의 예탁기능을 수행하는 기관이 존재하고 있었으나, 예탁결제기능의 효율적 추진을 위해서 Midwest Securities Trust Company, Philadelphia Depository Trust Company 및 Participant Trust Compnay(PTC)가 DTC와 통합되었다. DTC의 주요 업무로는 예탁증권의 보관 및 계좌대체를 통한 증권의 부동화 처리와 청산(clearing) 이후 모든 단계의 증권관리 사무처리, 즉 결제(settlement) 및 결제 이후의 각종 권리행사 처리 등을 들 수 있다. DTC는 청산결제과정의 효율화 도모 및 경쟁력 확보 목적을 위해 청산결제기구인 NSCC와 통합하기로 합의하고 현재 통합과정을 진행중에 있다.","DTC(Depository Trust Company)"
"예탁업무연계(custody link)는 물론 양국간의 증권거래시에 증권과 대금의 동시결제서비스를 제공하는 연계방식이다. 이 방식의 특징은 외국의 중앙예탁기관이 증권과 현금결제를 위한 통합계좌를 모두 가진 형태이므로 증권의 증감사항은 통합증권계좌를 통해서 이루어지고 결제대금, 현금배당금, 기타 현금수익금은 통합현금결제계좌를 통해서 이루어진다. 현금결제가 수반되는 연계방식이기 때문에 해당중앙예탁기관은 결제지시를 하기 전에 반드시 당해 참가자의 증권잔고와 현금지불능력을 확인하는 것이 필요하며, 결제부족을 충당하기 위해 자금차월 등 적절한 신용제공이나 증권대차 서비스를 제공하는 것이 필요하다. 이 연계방식은 증권과 대금을 동시에 결제할 수 있는 장점을 가진 반면, 연계당사국의 결제방식이 표준화되지 않을 경우에는 결제구조의 이중적 시스템(two-tier system)으로 인한 문제점이 야기될 수 있는 단점이 있다.","DVP link"
"증권거래시 배당금, 이자 및 기타 분배금이 형성되었으나 미지급된 상태인 경우를 조정하기 위한 지급증서. 배당금의 경우 예를 들면, 배당락(ex-dividend) 이전에 주식을 매수하였지만 배당락일까지 명의개서가 이루어지지 않은 경우에는 당해 매도자가 매수자에 대해 배당금의 지급을 증명하는 증서를 발행하며 배당락에 매도된 주식에 대해 배당금이 미지급된 경우에는 당해 매수자가 매도자의 배당금수령을 표시하는 증서를 발행하게 되는데, 이러한 지급증서를 due bill이라 한다.","Due bill"
"1992년 실리콘밸리에서 설립된 증권회사로 American Online과Compu-serve를 통하여 온라인 투자업무를 제공하였으며, 1996년 웹 싸이트 상에 증권거래 중개를 시작하였다. 점포, 영업담당자 및 증권분석가가 없기 때문에 저비용 경영에 따른 저렴한 중개수수료와 고객 가정의 PC를 통하여 시간에 구애받지 않고 거래할 수 있다는 것 등이 장점이다. 현재 상장 및 장외주식, 투자신탁, 신용 및 옵션거래 등의 거래서비스 이외에 주가정보 점검, 기업관련 뉴스검색, 과거 거래기록의 조사, 세금계산 및 주택대출신청 등의 기능도 있다.","E-TRADE"
"ISMA는 벤처기업을 대상으로 하는 범유럽증권거래에 대한 자동호가전달시스템(EASDAQ : European Association of Securities Dealers Automated Quotation system)을 1996년에 개발하여 동년 9월 벨기에 브뤼셀에 범유럽 장외증권거래소를 설립하였다. EASDAQ 증권거래소는 9개국 43개 기관주주로 구성되었으며 매매형태는 호가집중방식(quote-driven matching method)으로 운영되고 있다. 또 EASDAQ은 유럽의 주요 중앙예탁기관인 Euroclear, Cedel 및 INTERSETTLE과 청산·결제업무를 제공하고 있다.","EASDAQ"
"독일 연방은행의 총량결제와 차감결제가 혼합된 실시간총량결제시스템(RTGS)이다. EAF는 순수한 RTGS는 아니나 실시간 처리 및 차감결제의 특성을 적절히 조화시킴으로써 결제의 최종성과 효율성을 보장하고 있다. EAF처리방식은 양자간 지급지시후 총액결제를 실시하는 단계와 다자간 차감결제를 실시하는 단계로 이원화되어 있다. 1996년 3월 독일 Hessen주 중앙은행은 결제리스크 감축을 위하여 EAF를 EAF2로 변경 가동하였다. EAF2는 1단계로 08:00부터 12:45까지 자금이체를 지급지시 순서대로 양자간에 서로 상쇄한 후 나머지는 미리 연방은행 특별계정에 예치한 자금(Maximum Sender Amounts)을 이용하여 예치자금 이내에서 건별로 결제하며, 2단계는 1단계에서 보류된 거래를 연방은행 지로계좌에서 다자간차감방식으로 결제하고 있다.","ECF(Electronic Clearing Frankfurt)"
"본래 DR(Depository Receipt)이란 발행주식을 발행국내의 보관기관에 보관하고 특정국의 예탁기관을 통해 동 주식에 대해 발행하는 유통 예탁증서를 의미하는데, DR 발행국에 따라 ADR(Amercian DR), LDR(London DR), DRS(DR of Singapore), EDR(European DR) 등 여러가지가 있다. EDR이란 유럽에서 발행되어 록셈부르크, 암스텔담 등 유럽 각지의 거래소시장에서 거래되고 있는 예탁증서를 가리킨다.","EDR(European DR)"
"미달러 표시 브래디채권에 대한 청산업무를 제공하는 국제 청산기구로서 ISCC(International Securities Clearing Corporation)와 EMTA(Emerging Markets Traders Association)의 협력으로 1998년 설립되었다. EMCC는 신흥시장기구에 의해 소유되고 그 운용은 ISCC가 이행한다. 주요업무는 EMCC참가자간에 이루어진 거래를 대상으로 매매대조는 Match-EM(EMTA의 거래대조시스템) 또는 TRAX(ISMA의 거래대조시스템)에 의해 이행되며 다자간 차감은 EMCC에 의해 이루어진다. 또 EMCC는 차감된 거래부분에 대한 최종적인 결제를 보장하며 참가자를 대신하여 Euroclear 또는 Cedel에 결제를 지시할 수도 있다. EMCC의 리스크 관리장치로는 참가자간 증거금 일일정산, 미결제잔고의 일일정산, 담보관리 및 마진콜 등을 채택하고 있다.","EMCC(Emerging Markets Clearing Corporation)"
"Europe, Middle East and Africa 유럽, 중동, 아프리카 지역","EMEA"
"특정 주가지수와 연동되는 수익률을 얻을 수 있도록 설계된 지수연동형 펀드로 거래소에서 주식처럼 거래됨","ETF(Exchange Traded Funds, 상장지수펀드)"
"유로은행간 금리의 약어로 브뤼셀을 중심으로 한 57개 유럽은행간 거래금리를 평균해 산출된다. 유리보 금리의 출현으로 거래자들은 달러, 마르크는 물론 유로화 등의 표시로 차입할 때 리보금리와 유리보금리간에 선택할 수 있게 되었다. 한편 리보(LIBOR)는 런던은행간 금리의 약자로 현재 런던소재 16개 은행간에 형성된 금리를 평균해 산출되고 있으며, 현재 국제금융시장에서 이루어지는 차입의 대부분은 리보금리를 기준금리로 계약되고 있다.","EURIBOR"
"유로본드거래의 결제를 위한 목적으로 1968년말 Morgan Guaranty사에 의해 설립된 국제예탁결제기관(ICSD). Euroclear가 설립되기 전까지는 우편송달제도에 의해 유로본드의 결제가 이루어져 그 절차가 복잡하고 거래의 신속성이 저해되어 왔으나 동 기관의 설립으로 계좌이체방식에 의한 증권의 결제처리로 유로본드의 거래가 더욱 원활하게 되었다. 현재 Euroclear는 상기의 국제간 증권거래의 결제업무 외에도 유가증권의 보관관리, 유가증권의 대차 및 3자간 repo 그리고 다국통화에 의한 대금이체 등의 업무를 수행하고 있다.","EUROCLEAR"
"기업이 벌어들인 영업이익 가운데 세금과 자본코스트를 공제한 금액, 즉 투하된 자본과 비용으로 실제로 얼마나 많은 이익을 올렸느냐를 따지는 경영지표이다. 동 지표는 1980년대 후반 미국의 스턴 스튜어트 컨설팅사에 의해 도입되어 선진국에서는 기업의 재무적 가치와 경영자 업적평가에서 순이익이나 경상이익보다 훨씬 효율적인 지표로 활용되고 있다. 기업은 자금을 제공한 투자자에게 이익을 되돌려줄 의무가 있듯이 어느 기업의 EVA가 마이너스라는 것은 투자자 입장에서 보면 투자할 가치가 없음을 뜻한다. 우리나라에서도 기업공개나 증자를 결정하는 요건에 EVA를 사용하는 방안이 강구중이다. 〔세후영업이익 - 가중평균비용(weighted average capital cost)/투자금액〕>0의 가치를 EVA라 한다.","EVA(Economic Value Added)"
"미국의 12개 연방준비은행(Federal Reserve Banks)과 24개 지점 그리고 연방준비이사회(Federal Reserve Board : FRB), 재경부(Treasury) 및 8,000여개 예금기관(은행, 저축대부조합, 신용조합 등)을 망라하는 증권 및 자금이체 전산망. 은행들의 즉각적인 신용이용을 가능케 하기 위해 지불준비금 잔고의 이체는 물론 CPD(Commission of Public Debt of the Treasury)라는 절차를 통해 무기명 단기 연방증권의 양도도 처리하고 있다(즉 CPD를 이용, 연방준비은행 A가 매도자의 증권을 회수하면 다른 연방준비은행 B가 동일 수량의 증권을 매도자에게 인도함). 은행고객을 대신한 유가증권 매매관련 대금의 이체뿐 아니라 적시성이 요구되는 대규모의 자금이체를 원활히 처리하기 위해 1980년의 금융제도개혁법(Depository Institutions Deregulation & Monetary Control Act)에서 비회원 예금기관(non-member depository institution 즉, 연방준비제도하에서 공인된 예금기관이 아닌)의 Fed-wire이용이 허용되었다.","FED-WIRE"
"FIX는 미국과 유럽의 기관투자가와 브로커들이 증권거래 전과정에서의 정보교환표준의 확립을 목표로 개발한 공개된(open) 프로토콜으로서 front office에 중점을 두어 현재 이 부문의 통신표준으로 자리잡고 있다. 1995년 1월 front office영역인 주문관리(bid, offer)부문이 개발되었고, 1998년 4월 계좌배정(allocation), 매매확인, 결제지시 등 서비스영역을 점차 back office부문으로 확대해가고 있다.","FIX(Financial Information Exchange)"
"미 SEC에 제출하는, 회사의 영업활동에 관한 연차보고서를 말한다. 통상 주주들에게 송부되는 연차보고서에 비해 일반적인 관심이 덜한 편이나 이 보고서에는 영업활동 및 재무상황에 대한 내용이 상세히 나타나 있으며 법적 소송, 경영진 보수 등에 관한 정보가 포함되어 있다.","FORM 10-K"
"미 SEC에 증권을 등록시킨 회사에 의해 분기별로 제출되는 미감사 재무보고서를 말한다. 동 보고서는 form 10-k 보다 덜 상세하나 특정분기에 관련된 내용이나 분기별 누적적 사항이 포함될 수 있다. 또한 동 보고서에는 전년도 동일 분기와의 비교내용이 수록되도록 요구 되고 있다.","FORM 10-Q"
"회사의 중역 및 임원, 그리고 특정회사의 주식을 10% 이상 소유한 주주 등이 미SEC 및 증권거래소에 제출하는 보고양식. 이러한 주주 및 회사 관계자는 내부자(insider)로 간주되고 있어 소유주식(주식전환증권 포함)의 보고가 의무화되어 있으며 보유지분 변동사항 발생시에도 SEC나 증권거래소에 보고하도록 되어 있다.","FORM 3"
